question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation
593,以下哪項適合向被保險人提供權益非損害賠償的結清方式?,支付現金,直接支付維修費用,更換,恢復原狀,A,"直到目前為止,支付現金(總是使用支票或透過銀行轉賬)是一種最為普遍的結清索償或保險金要求 方式。事實上,某些情況下這是唯一的方式(例如向被保險人提供人身意外保險利益)。"
594,以下哪項是適合以重置作為損害賠償的結清方法?,玻璃保險,全新或基本上全新的物品,不存有折舊問題的物品,以上所有各項,D,"更換是大部分財產保險單所允許的另一種可供選擇的結清方式。適合採取這種方法的情況包括: (i) 不會折舊的物品:有些物品的價值不會減少,或至少不會減少得太快;例子有珠寶、貴重手錶等; (ii) 全新或實際上全新的物品:如果這類物品(攝影機、汽車等)在剛購入後的一段合理時間內出事,承擔更換的責任是一種相對普遍的做法。"
595,以下哪項是可以形容恢復原狀這種理賠方式?,重新修建被損毀的建築物,可能是涉及火災保險的,"在某些規定的情況下,保險人可能被強制作出此安排",以上各項皆是,D,"所有各項都是有關恢復原狀的描述,"
596,以下哪項是以現金支付唯一的結清方法?,汽車損毀,個人意外,財物損失,以上各項皆是,B,某些情況下現金支付是唯一的方式(例如向被保險人提供人身意外保險利益)。
597,"財產保險中,根據保單條款,誰可選撐以現金或以其他方法結清索償?",保險人,被保險人,仲裁人和公斷人,保險中介人,A,"在財產保險(必然是彌償保險)的保單措詞中,是容許現金以外的結清方式的,但選擇權歸保險人。"
598,以下哪項結清方法是以現金支付的唯一可行方法?,汽車損毀,人身意外,財物損失,以上各項均是,B,某些情況下現金支付是唯一的方式(例如向被保險人提供人身意外保險利益)。
599,現金支付較可能是適合以下哪項結清給付形式?,個人意外保險的死亡賠償,醫療帳單開支(旅遊保險),第三者受傷的索償(汽車保險),以上所有各項,D,"直到目前為止,支付現金(總是使用支票或透過銀行轉賬)是一種最為普遍的結清索償或保險金要求方式。事實上,某些情況下這是唯一的方式(例如向被保險人提供人身意外保險利益)。"
600,以下哪類人士可決定以何種方法作出「損害賠償」?,保險代理人,保險經紀,公斷人,保險人,D,保險人有權選擇怎麼向被保險人提供彌償。
601,"在理賠的情況下,爭議雙方可委任一名獨立仲裁員,如果他們未能就一名仲裁員達成協議,雙方便需各自委任一各仲裁員,再由這些仲裁員委任以下哪一位人士在商議過程中列席?",公斷人,公證人,訴訟人,評判師,A,"爭議雙方可委任一名獨立仲裁員,如果他們未能就一名仲裁員達成協議,則爭議雙方須各自委任一名仲裁員,再由這些仲裁員委任一名公斷人。"
602,"若對理賠中的數額有所爭拗,以下哪類人士可提出仲裁?",保險人而已,被保險人而已,保險人或被保險人,保險人及被保險人均不可提出,C,"仲裁條件適用於個別賠案難以處理,產生被保險人與保險人之間的糾紛。當然,糾紛還可能出現在保 險人與第三者索償人之間,但是第三者索償人不是保險合約的其中一方,所以不受仲裁條件的約束。"
603,"由於一般保險中仲裁條款是有關金額多少的問題,若干保單沒有仲裁條款,以 下哪一項金額問題已由保險條款所釐定?",火險保單,盜竊保單,個人意外保單,以上所有各項,C,仲裁條款不可能出現在責任保單(索償人通常是第三者)和人身意外保單中。
604,"為了解決糾紛,下列哪項不是仲裁條件的特點?",對第三者沒有約束力,涉及保險人應付金額糾紛,案件不在法庭進行聽證,一般發生在責任保單,D,"仲裁對第三者沒有約束力,一般涉及保險人應付金額糾紛。雖然仲裁以正式的方式進行,然而案件不在法庭進行聽證。仲裁條件一般不會發生在責任保單。"
605,以下哪項有關仲裁的陳述是正確的? (i) 仲裁往往比移師法庭簡單 (ii) 仲裁只能判定有關的金額 (iii) 對第三者沒有約束力 (iv) 所有有關保險索償的責任都只能靠仲裁判,只有(i)、(ii),只有(iii)、(iv),只有(i)、(ii)、(iii),"(i), (ii), (iii), (iv)",C,"仲裁比起訴訟不那麼正式,其只能判定有關的金額,且對第三者沒有約束力。"
606,以下哪項並不是仲裁的法律特點?,它的形式及程序比訴訟簡單,它通常只適用於索償金額多少,它對第三者沒有約束力,它對於是否應承擔責任也適用,D,"仲裁條款通常只適用於涉及保險人應付金額的糾紛,並非有沒有責任這種問題。"
607,"有一種解決糾紛的方法,當中涉及法庭聽證和仲裁等極為正式的程序,稱為:",訴訟,糾紛,仲裁,談判,A,"有一種解決糾紛的方法,當中涉及法庭聽證和仲裁等極為正式的程序,稱為訴訟。"
608,仲裁與訴訟的分別之處在於: (i) 仲裁的程序比訴訟為簡單 (ii) 訴訟的費用必定比仲裁便宜 (iii) 仲裁中的代表不必符合法律資格 (iv) 兩者的結果對合約任何一方都具約束力,(i)、 (ii),(i)、 (iii),"(ii), (iii)",(iii)、 (iv),B,"仲裁比起訴訟不那麼正式,雖然仲裁以正式的方式進行,然而案件不在法庭進行聽證,甚至不由符合法律資格的人來代表當事人各方或決定有關事項也沒問題。"
609,以下哪項是仲裁一般保險糾紛索償的方法的特點?,形式及程序比訴訟簡單,通常只適用於數額而已,對第三者沒有約束力,以上所有各項,D,"所有各項都是解決一般保險糾紛索償的仲裁的特點,"
610,以下哪項不是仲裁(以解決火險索償糾紛)的特徵?,仲裁比在法庭訴訟簡單,通常只適用於金額多少的問題上,對第三者沒有約束力,所有索償均需要仲裁,D,"仲裁條件適用於個別賠案難以處理,產生被保險人與保險人之間的糾紛,而並非所有索償均需要仲裁。"
611,"在保險索償中之兩種元素為「責任」和「數額」,後者所表達的意思是指:",有關的保額,保險人在約束下需要給付款項的時間,保險人應給付之總額,要確定是否與「近因」原則有關,C,索償或保險金要求糾紛涉及責任(根據保單保險人是否應承擔責任?)及金額(保單應付多少錢?)等兩類問題。
612,"在一般保險中,並不是所有保險都適用於仲裁條款。以下哪項保險將適用於仲裁條款?",火險,產品責任保險,人身意外保險,以上各項皆適用於仲裁條款,A,仲裁條款不可能出現在責任保單(索償人通常是第三者)和人身意外保單中。
613,"出現於法庭聽證會上,涉及法律的過程稱之為:",仲裁,訴訟,糾紛,解決,B,"出現於法庭聽證會上,涉及法律的過程稱之為訴訟。"
614,以下哪種解決糾紛的情況屬於法庭聽證及裁決等正式的過程?,訴訟,調解,仲裁,談判,A,"仲裁比起訴訟不那麼正式,雖然仲裁以正式的方式進行,然而案件不在法庭進行聽證。"
615,以下哪項有關保險投訴局在運作方面的評論是不正確的?,投訴必須於索償日期 6個月內提出,保險人必須已對索償/爭議作出了最終決定,有關個案不得已展開法律程序或仲裁,上述所有各項,A,"投訴人須於接獲保險人發出的最終決定的6個月內,向保險投訴局作出書面投訴。"
616,以下哪項屬於保險投訴局的權力範圍可處理的個案?,失竊了值七萬五千元的手錶(家居保險),二萬五千元的醫療開支(個人意外保險),十五萬元的火災損毀(家居火災保單),以上所有各項,D,保險投訴局提供索償糾紛裁決服務的職權範圍包括投訴個案的索償金額/爭議金額不超過100 萬港元。
617,以下哪項屬於保險投訴局的職權範圈?,涉及五十五萬的意外賠償的保單,七萬五千元的家居電器賠償,二十五萬的火災賠償,以上所有各項,D,保險投訴局提供索償糾紛裁決服務的職權範圍包括投訴個案的索償金額/爭議金額不超過100 萬港 元。
618,以下哪項屬於保險投訴局可處理的範圍?,酒店的鍋爐爆炸保單,正進行仲裁或訴訟的個案,涉及五十五萬元的個人意外保單,以上所有各項,C,保險投訴局提供索償糾紛裁決服務的職權範圍包括: (1)涉案保單屬於個人保單;  (2) 投訴個案並非正在進行法律程序或仲裁; (3) 投訴個案的索償金額/爭議金額不超過100 萬港元。
619,"以下哪些索償投訴可能是保險投訴局的處理範圍? i. 正在進行仲裁的索償 ii. 裝在船外的發動器損毀(私人的遊艇保險)  iii. 酒店鍋爐的損壞(鍋爐保險) iv. 個人人身意外保險的$250,000 死亡利益(私人的人身意外保險)",i ii,i iv,"ii, iii","ii, iv",D,保險投訴局提供索償糾紛裁決服務的職權範圍包括: (1) 投訴個案並非正在進行法律程序或仲裁; (2) 涉案保單屬於個人保單: (3) 投訴個案的索償金額/爭議金額不超過100 萬港元。
620,以下哪項不是保險投訴局的特點?,賠償的最高上限為 100 萬港幣,適用於任何種類索償,"無論勝訴與否,訴訟毋須支付任何費用",只適用於保險投訴局成員的保險人,B,保險投訴局提供索償糾紛裁決服務的職權範圍包括: (1) 投訴個案的索償金額/爭議金額不超過100 萬港元; (2) 投訴個案不涉及商業、工業或第三者保險; (3) 涉案保單屬於個人保單: (4) 涉案保險人屬保險投訴局會員。
